Unnamed: 0,Unnamed: 1, ,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 62,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185
,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,Crabe,97.86800266642497,252.56748075359067,260.2329090194375,0,389.2556484275342,6.312350936319469,17.775995993307212,0,0,0,0,0,1024.012387796614,,Crabe,0,0,171.5967184542875,0,0,0,0,0,0,0,0,0,171.5967184542875,Crabe,0,0,0,0,0,0,0,0,0,0,0,0,0,Crabe,0,0,0,0,0,0,0,0,0,0,0,0,0,Crabe,0,0,0,0,44.456994107727915,0,0,0,0,0,0,0,44.456994107727915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crabe,0,0,171.5967184542875,0,44.456994107727915,0,0,0,0,0,0,0,216.05371256201542
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crevette,0,0,0,0,0,0,0,0,0,0,0,0,0,,Crevette,0,0,0,0,0,0,0,0,0,0,0,0,0,Crevette,0,0,0,0,0,0,0,0,0,0,0,0,0,Crevette,0,0,0,0,0,0,0,0,0,0,0,0,0,Crevette,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crevette,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disque,2677.5417101827184,1697.4685122015196,1602.5564887849873,916.9050870164089,2127.5960858957646,3322.8295780773256,739.4244611987262,0,0,0,0,0,13084.321923357453,,Disque,0,235.92543932612494,186.5181722329212,0,0,0,0,0,0,0,0,0,422.44361155904613,Disque,0,73.68705685023764,39.600123155986154,0,0,0,0,0,0,0,0,0,113.28718000622379,Disque,0,0,0,0,0,0,0,0,0,0,0,0,0,Disque,0,0,407.99999999999994,93.52926409410418,222.28497053863958,0,0,0,0,0,0,0,723.8142346327437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disque,0,309.6124961763626,634.1182953889073,93.52926409410418,222.28497053863958,0,0,0,0,0,0,0,1259.5450261980136
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Divers,2925.156591069827,1527.8376487476053,1820.8616108981319,3361.9757670308422,6000.25401600381,3057.0740599245164,43765.17375044229,0,0,0,0,0,62458.33344411702,,Divers,469.6481185416261,0,0,0,0,0,0,0,0,0,0,0,469.6481185416261,Divers,12.133606930861085,16.747058375054007,0,0,0,0,0,0,0,0,0,0,28.88066530591509,Divers,0,0,0,0,0,0,0,0,0,0,0,0,0,Divers,0,0,0,467.6463204705209,177.82797643091166,0,0,0,0,0,0,0,645.4742969014326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Divers,481.7817254724872,16.747058375054007,0,467.6463204705209,177.82797643091166,0,0,0,0,0,0,0,1144.0030807489736
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dorade Grise,10202.130291459796,5170.6838382588385,3786.8632087822893,122706.20098043408,1940.3140824617744,392.7652079846351,3119.3295634526003,0,0,0,0,0,147318.287172834,,Dorade Grise,0,890.6185334561217,0,0,0,0,0,0,0,0,0,0,890.6185334561217,Dorade Grise,279.072959409805,140.67529035045365,258.7208046191095,75.88829640684756,60.39314472458216,0,0,0,0,0,0,0,814.7504955107978,Dorade Grise,0,0,0,0,0,0,0,0,0,0,0,0,0,Dorade Grise,0,0,0,56.117558456462504,333.42745580795935,0,0,0,0,0,0,0,389.54501426442187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dorade Grise,279.072959409805,1031.2938238065753,258.7208046191095,132.00585486331005,393.8206005325415,0,0,0,0,0,0,0,2094.9140432313416
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dorade Rose,2190.3505784052763,1324.8907970020337,2800.094035443794,2836.1622231849287,2321.9334836642365,2366.892208565511,4291.421699384249,10848,0,0,0,0,28979.74502565003,,Dorade Rose,0,0,0,0,0,0,0,0,0,0,0,0,0,Dorade Rose,0,0,35.64011084038754,0,0,0,0,0,0,0,0,0,35.64011084038754,Dorade Rose,0,0,0,0,0,0,0,0,0,0,0,0,0,Dorade Rose,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dorade Rose,0,0,35.64011084038754,0,0,0,0,0,0,0,0,0,35.64011084038754
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Langouste,15.545819918132485,5.296043958616524,0,0,7.655228295930807,18.00188970728145,27.386091155508378,0,0,0,0,0,73.88507303546965,,Langouste,0,0,0,0,0,0,0,0,0,0,0,0,0,Langouste,0,0,0,0,0,0,0,0,0,0,0,0,0,Langouste,0,0,0,0,0,0,0,0,0,0,0,0,0,Langouste,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Langouste,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Machoiron de mer,7619.311379481873,5265.971236311904,6312.77515747068,11821.067872039033,10071.559118315532,9704.589561031964,5195.802887327878,0,0,0,0,0,55991.077211978874,,Machoiron de mer,89.78566972119323,53.08322384837811,559.5545166987636,0,0,0,0,0,0,0,0,0,702.4234102683349,Machoiron de mer,313.047058816216,438.7729294264149,225.7207019891211,155.87866288974092,140.9173376906917,0,0,0,0,0,0,0,1274.3366908121848,Machoiron de mer,0,0,0,0,0,0,0,0,0,0,0,0,0,Machoiron de mer,0,69.19211431595662,1631.9999999999998,112.23511691292501,500.14118371193905,100.25037283018871,0,0,0,0,0,0,2413.818787771009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Machoiron de mer,402.83272853740925,561.0482675907497,2417.2752186878843,268.11377980266593,641.0585214026307,100.25037283018871,0,0,0,0,0,0,4390.578888851529
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maquéreau,5197.699072616586,4724.651454765133,6269.278535523442,685.7686662406101,9664.296024306892,37185.74980259138,502.078337850987,0,0,0,0,0,64229.521893895035,,Maquéreau,2009.8176837590174,2949.067991576562,2976.830028837422,0,0,14037.333333333334,0,0,0,0,0,0,21973.049037506335,Maquéreau,1109.0116734807032,596.1952781519226,159.72049672914417,16.408280304183258,1028.6965651420494,116.92477096546861,0,0,0,0,0,0,3026.9570647734713,Maquéreau,0,0,0,0,0,0,0,0,0,0,0,0,0,Maquéreau,0,115.32019052659436,2515.9999999999995,56.117558456462504,2534.0486641404914,0,0,0,0,0,0,0,5221.486413123548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maquéreau,3118.8293572397206,3660.5834602550785,5652.550525566566,72.52583876064577,3562.745229282541,14154.258104298802,0,0,0,0,0,0,30221.492515403355
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merou,2214.7484508585644,1011.8503972192428,2300.9806158290885,6431.138511120686,1986.0385282783195,14628.701782613307,1666.6660460910393,0,0,0,0,0,30240.124332010248,,Merou,0,0,0,0,0,8021.333333333335,0,0,0,0,0,0,8021.333333333335,Merou,0,0,0,0,0,0,0,0,0,0,0,0,0,Merou,0,0,0,0,0,0,0,0,0,0,0,0,0,Merou,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Merou,0,0,0,0,0,8021.333333333335,0,0,0,0,0,0,8021.333333333335
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mulet,381430.2154630076,17953.49113467048,13552.755935882691,91873.92580255592,108861.09051464166,106697.77621811868,190554.0385987534,0,0,0,0,0,910923.2936676305,,Mulet,0,7643.984234166448,0,0,0,19384.888888888894,0,0,0,0,0,0,27028.873123055342,Mulet,0,1383.307021779461,2667.728296608267,0,20.131048241527388,0,0,0,0,0,0,0,4071.166366629255,Mulet,0,0,0,0,0,0,0,0,0,0,0,0,0,Mulet,0,0,0,0,18360.73856649163,17669.12821132076,0,0,0,0,0,0,36029.86677781239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mulet,0,9027.29125594591,2667.728296608267,0,18380.869614733158,37054.017100209654,0,0,0,0,0,0,67129.90626749699
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raie,25.066796514153186,0,0,226.11667065582236,35.405430868679986,30794.141557648065,0,0,0,0,0,0,31080.73045568672,,Raie,0,0,0,0,0,30748.44444444445,0,0,0,0,0,0,30748.44444444445,Raie,19.413771089377736,0,0,0,0,0,0,0,0,0,0,0,19.413771089377736,Raie,0,0,0,0,0,0,0,0,0,0,0,0,0,Raie,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raie,19.413771089377736,0,0,0,0,30748.44444444445,0,0,0,0,0,0,30767.858215533826
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requin,0,0,0,0,0,0,0,0,0,0,0,0,0,,Requin,0,0,0,0,0,0,0,0,0,0,0,0,0,Requin,0,0,0,0,0,0,0,0,0,0,0,0,0,Requin,0,0,0,0,0,0,0,0,0,0,0,0,0,Requin,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requin,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rouge,5864.547829869368,5854.84694050788,4374.441303719949,4260.542520793024,6362.919611105108,3574.245242703731,3353.0515476619457,3600,0,0,0,0,37244.594996361004,,Rouge,0,88.47203974729685,0,0,0,0,0,0,0,0,0,0,88.47203974729685,Rouge,48.53442772344434,66.98823350021603,72.60022578597462,0,0,0,0,0,0,0,0,0,188.12288700963498,Rouge,0,0,0,0,0,0,0,0,0,0,0,0,0,Rouge,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rouge,48.53442772344434,155.46027324751287,72.60022578597462,0,0,0,0,0,0,0,0,0,276.59492675693184
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sardine,1239061.3632343633,1659195.770998192,961443.9008640489,1032048.6594184936,1820433.7250618674,1675349.1407884753,5184.665498047937,0,0,0,0,0,8392717.225863488,,Sardine,28317.018912068634,8534.60276762257,26261.758650395303,0,0,0,0,0,0,0,0,0,63113.38033008651,Sardine,97.06885544688868,0,7.92002463119723,18807.99129867006,21373.133918029627,9704.755990133895,0,0,0,0,0,0,49990.87008691167,Sardine,0,0,0,0,0,0,0,0,0,0,0,0,0,Sardine,7132.444444444445,83134.32535062188,97919.99999999999,34792.88624300675,11558.818468009258,52464.361781132095,0,0,0,0,0,0,287002.8362872144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sardine,35546.532211959966,91668.92811824444,124189.67867502649,53600.87754167681,32931.95238603889,62169.11777126599,0,0,0,0,0,0,400107.0867042126
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sole,3376.538046759522,2966.2213027237435,2085.1198888960816,1281.1549874343195,6593.089758373705,2321.1024350384564,420.98534308768353,0,0,0,0,0,19044.211762313513,,Sole,0,0,0,0,0,0,0,0,0,0,0,0,0,Sole,36.400820792583254,0,36.96011494558708,0,0,0,0,0,0,0,0,0,73.36093573817033,Sole,0,0,0,0,0,0,0,0,0,0,0,0,0,Sole,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sole,36.400820792583254,0,36.96011494558708,0,0,0,0,0,0,0,0,0,73.36093573817033
